Customer ID,Recency,Frequency,Monetary,R,F,M,RFM_SCORE,Segment
13590.0,11,18,6349.59,5,5,5,555,Champions
13591.0,65,7,2093.94,3,4,4,344,Loyal Customers
13592.0,36,4,247.95999999999998,4,3,1,431,Potential Loyalists
13593.0,108,14,5523.6900000000005,3,5,5,355,Loyal Customers
13594.0,53,2,533.32,4,2,2,422,Potential Loyalists
13595.0,517,3,818.22,1,3,3,133,At Risk
13596.0,6,2,697.04,5,2,3,523,Potential Loyalists
13597.0,400,2,396.71,2,2,2,222,Hibernating
13598.0,47,5,789.59,4,4,3,443,Loyal Customers
13599.0,1,33,10167.630000000001,5,5,5,555,Champions
13600.0,312,2,518.42,2,2,2,222,Hibernating
13601.0,45,4,1185.14,4,3,3,433,Potential Loyalists
13602.0,65,4,1025.17,3,3,3,333,Need Attention
13603.0,26,1,164.34,4,1,1,411,Promising
13604.0,659,1,717.62,1,1,3,113,Hibernating
13605.0,387,2,522.67,2,2,2,222,Hibernating
13606.0,29,3,280.53999999999996,4,3,1,431,Potential Loyalists
13607.0,40,2,1078.31,4,2,3,423,Potential Loyalists
13608.0,541,1,236.2,1,1,1,111,Hibernating
13609.0,593,1,167.35,1,1,1,111,Hibernating
13610.0,12,14,2175.88,5,5,4,554,Champions
13611.0,89,10,3319.53,3,5,5,355,Loyal Customers
13612.0,633,1,818.29,1,1,3,113,Hibernating
13613.0,453,5,1039.8500000000001,1,4,3,143,At Risk
13614.0,24,6,2359.19,4,4,4,444,Loyal Customers
13615.0,319,8,6272.53,2,4,5,245,At Risk
13616.0,568,2,288.1,1,2,1,121,Hibernating
13617.0,40,8,1278.75,4,4,4,444,Loyal Customers
13618.0,174,1,177.34,3,1,1,311,About to Sleep
13619.0,545,2,231.69,1,2,1,121,Hibernating
13620.0,528,1,112.34,1,1,1,111,Hibernating
13621.0,117,1,213.85,3,1,1,311,About to Sleep
13622.0,696,1,658.95,1,1,3,113,Hibernating
13623.0,31,10,2566.49,4,5,4,454,Loyal Customers
13624.0,388,1,462.08,2,1,2,212,Hibernating
13625.0,597,1,301.26,1,1,2,112,Hibernating
13626.0,253,2,707.04,2,2,3,223,Hibernating
13627.0,59,7,2245.9,4,4,4,444,Loyal Customers
13628.0,676,1,310.14,1,1,2,112,Hibernating
13629.0,23,19,13370.86,4,5,5,455,Loyal Customers
13630.0,5,7,2031.78,5,4,4,544,Champions
13631.0,100,11,3070.42,3,5,5,355,Loyal Customers
13632.0,25,8,3648.15,4,4,5,445,Loyal Customers
13634.0,33,16,5073.47,4,5,5,455,Loyal Customers
13635.0,68,4,2999.16,3,3,5,335,Need Attention
13636.0,37,5,949.12,4,4,3,443,Loyal Customers
13637.0,52,3,810.5,4,3,3,433,Potential Loyalists
13638.0,16,1,122.64,5,1,1,511,New Customers
13639.0,74,2,1346.27,3,2,4,324,About to Sleep
13640.0,611,1,405.0,1,1,2,112,Hibernating
13641.0,641,5,1016.47,1,4,3,143,At Risk
13642.0,216,4,514.72,2,3,2,232,At Risk
13643.0,31,10,2156.77,4,5,4,454,Loyal Customers
13644.0,16,4,2624.26,5,3,4,534,Potential Loyalists
13645.0,120,1,252.1,3,1,1,311,About to Sleep
13646.0,400,2,326.25,2,2,2,222,Hibernating
13647.0,10,8,3071.68,5,4,5,545,Champions
13648.0,400,8,1764.02,2,4,4,244,At Risk
13649.0,257,6,1678.88,2,4,4,244,At Risk
13650.0,17,10,3288.0,5,5,5,555,Champions
13651.0,35,3,226.85,4,3,1,431,Potential Loyalists
13652.0,46,5,2570.85,4,4,4,444,Loyal Customers
13653.0,488,1,152.2,1,1,1,111,Hibernating
13654.0,43,11,6308.0,4,5,5,455,Loyal Customers
13655.0,114,6,2280.51,3,4,4,344,Loyal Customers
13656.0,165,4,1078.85,3,3,3,333,Need Attention
13657.0,11,2,382.14,5,2,2,522,Potential Loyalists
13658.0,10,9,6025.5,5,5,5,555,Champions
13659.0,206,12,4894.88,2,5,5,255,Can't Lose
13660.0,400,1,314.59,2,1,2,212,Hibernating
13661.0,603,1,325.24,1,1,2,112,Hibernating
13662.0,86,11,2250.11,3,5,4,354,Loyal Customers
13663.0,179,5,2047.51,3,4,4,344,Loyal Customers
13665.0,386,3,1711.6599999999999,2,3,4,234,At Risk
13666.0,60,5,127.89999999999999,3,4,1,341,Loyal Customers
13667.0,149,1,305.02,3,1,2,312,About to Sleep
13668.0,3,35,13089.94,5,5,5,555,Champions
13669.0,51,3,413.55,4,3,2,432,Potential Loyalists
13670.0,75,1,349.7,3,1,2,312,About to Sleep
13671.0,395,1,194.95,2,1,1,211,Hibernating
13672.0,301,3,419.92,2,3,2,232,At Risk
13673.0,19,2,396.92,5,2,2,522,Potential Loyalists
13674.0,433,1,240.68,1,1,1,111,Hibernating
13675.0,151,2,486.82000000000005,3,2,2,322,About to Sleep
13676.0,539,2,243.9,1,2,1,121,Hibernating
13677.0,405,2,556.1899999999999,2,2,2,222,Hibernating
13678.0,152,1,232.6,3,1,1,311,About to Sleep
13679.0,494,3,281.26,1,3,1,131,At Risk
13680.0,1,12,11435.67,5,5,5,555,Champions
13681.0,18,4,827.83,5,3,3,533,Potential Loyalists
13682.0,187,1,59.5,3,1,1,311,About to Sleep
13683.0,458,1,258.6,1,1,1,111,Hibernating
13684.0,286,4,596.98,2,3,2,232,At Risk
13685.0,3,7,3119.44,5,4,5,545,Champions
13686.0,183,3,409.04,3,3,2,332,Need Attention
13687.0,438,1,11880.84,1,1,5,115,Hibernating
13688.0,635,1,375.5,1,1,2,112,Hibernating
13689.0,63,2,1259.5,3,2,4,324,About to Sleep
13690.0,59,1,172.25,4,1,1,411,Promising
13691.0,396,1,212.78,2,1,1,211,Hibernating
13692.0,25,5,3114.4,4,4,5,445,Loyal Customers
13693.0,374,9,2011.82,2,5,4,254,Can't Lose
13694.0,4,143,196482.81,5,5,5,555,Champions
13695.0,31,16,2770.73,4,5,4,454,Loyal Customers
13696.0,422,3,2020.4,1,3,4,134,At Risk
13697.0,39,1,151.29999999999998,4,1,1,411,Promising
13698.0,597,2,465.53000000000003,1,2,2,122,Hibernating
13699.0,155,2,764.15,3,2,3,323,About to Sleep
13700.0,26,13,2613.46,4,5,4,454,Loyal Customers
13701.0,447,1,161.0,1,1,1,111,Hibernating
13702.0,446,1,135.18,1,1,1,111,Hibernating
13703.0,318,2,425.56,2,2,2,222,Hibernating
13704.0,5,9,2308.06,5,5,4,554,Champions
13705.0,8,7,2035.33,5,4,4,544,Champions
13706.0,303,2,631.17,2,2,3,223,Hibernating
13707.0,267,5,3365.86,2,4,5,245,At Risk
13708.0,271,1,296.88,2,1,2,212,Hibernating
13709.0,4,18,7591.75,5,5,5,555,Champions
13710.0,32,3,509.52,4,3,2,432,Potential Loyalists
13711.0,219,9,1792.26,2,5,4,254,Can't Lose
13712.0,247,2,766.42,2,2,3,223,Hibernating
13713.0,408,3,743.26,2,3,3,233,At Risk
13714.0,465,1,161.35,1,1,1,111,Hibernating
13715.0,281,17,8483.29,2,5,5,255,Can't Lose
13716.0,269,1,138.28,2,1,1,211,Hibernating
13717.0,32,8,1763.3,4,4,4,444,Loyal Customers
13718.0,246,2,306.55,2,2,2,222,Hibernating
13719.0,15,11,2815.25,5,5,4,554,Champions
13720.0,117,4,799.9,3,3,3,333,Need Attention
13721.0,36,2,741.54,4,2,3,423,Potential Loyalists
13722.0,132,10,5635.41,3,5,5,355,Loyal Customers
13723.0,217,6,1209.2,2,4,3,243,At Risk
13724.0,637,1,213.01,1,1,1,111,Hibernating
13725.0,50,8,1980.56,4,4,4,444,Loyal Customers
13726.0,39,2,1079.6599999999999,4,2,3,423,Potential Loyalists
13727.0,29,8,1080.05,4,4,3,443,Loyal Customers
13728.0,37,16,2855.17,4,5,4,454,Loyal Customers
13729.0,436,3,724.73,1,3,3,133,At Risk
13730.0,136,2,752.6,3,2,3,323,About to Sleep
13731.0,219,2,610.59,2,2,2,222,Hibernating
13732.0,28,1,491.86,4,1,2,412,Promising
13733.0,411,2,487.03000000000003,1,2,2,122,Hibernating
13734.0,509,4,6701.640000000001,1,3,5,135,At Risk
13735.0,25,13,9813.22,4,5,5,455,Loyal Customers
13736.0,5,7,2766.21,5,4,4,544,Champions
13737.0,200,1,339.59999999999997,2,1,2,212,Hibernating
13738.0,396,1,440.93,2,1,2,212,Hibernating
13739.0,18,2,292.2,5,2,2,522,Potential Loyalists
13740.0,241,5,1597.77,2,4,4,244,At Risk
13741.0,72,3,668.4300000000001,3,3,3,333,Need Attention
13742.0,17,12,3131.02,5,5,5,555,Champions
13743.0,3,7,1341.6,5,4,4,544,Champions
13744.0,95,2,1156.36,3,2,3,323,About to Sleep
13745.0,162,2,777.36,3,2,3,323,About to Sleep
13746.0,414,1,176.69,1,1,1,111,Hibernating
13747.0,374,2,249.39999999999998,2,2,1,221,Hibernating
13748.0,96,9,2268.35,3,5,4,354,Loyal Customers
13750.0,54,11,3602.1800000000003,4,5,5,455,Loyal Customers
13751.0,288,1,296.25,2,1,2,212,Hibernating
13752.0,124,7,1590.73,3,4,4,344,Loyal Customers
13753.0,288,4,2094.57,2,3,4,234,At Risk
13754.0,152,3,447.05,3,3,2,332,Need Attention
13755.0,4,9,2161.35,5,5,4,554,Champions
13756.0,2,23,9207.5,5,5,5,555,Champions
13757.0,675,1,195.55,1,1,1,111,Hibernating
13758.0,12,15,9416.98,5,5,5,555,Champions
13759.0,33,2,659.4100000000001,4,2,3,423,Potential Loyalists
13760.0,54,5,1363.6399999999999,4,4,4,444,Loyal Customers
13761.0,50,6,1952.17,4,4,4,444,Loyal Customers
13762.0,219,5,2472.48,2,4,4,244,At Risk
13763.0,63,3,5217.4400000000005,3,3,5,335,Need Attention
13764.0,71,6,2953.26,3,4,4,344,Loyal Customers
13765.0,653,1,352.821,1,1,2,112,Hibernating
13766.0,495,1,190.35,1,1,1,111,Hibernating
13767.0,2,73,35540.53,5,5,5,555,Champions
13768.0,727,2,875.97,1,2,3,123,Hibernating
13769.0,2,20,5800.42,5,5,5,555,Champions
13770.0,422,4,785.37,1,3,3,133,At Risk
13771.0,64,9,5728.82,3,5,5,355,Loyal Customers
13772.0,34,8,3114.22,4,4,5,445,Loyal Customers
13773.0,397,2,301.54,2,2,2,222,Hibernating
13774.0,82,1,345.0,3,1,2,312,About to Sleep
13775.0,591,1,1049.66,1,1,3,113,Hibernating
13776.0,428,2,623.98,1,2,3,123,Hibernating
13777.0,1,61,56478.42,5,5,5,555,Champions
13778.0,103,4,1124.49,3,3,3,333,Need Attention
13779.0,516,1,161.13,1,1,1,111,Hibernating
13780.0,7,3,735.82,5,3,3,533,Potential Loyalists
13781.0,251,3,778.83,2,3,3,233,At Risk
13782.0,13,13,1793.72,5,5,4,554,Champions
13783.0,488,4,1542.09,1,3,4,134,At Risk
13784.0,10,14,2910.23,5,5,4,554,Champions
13785.0,429,4,542.49,1,3,2,132,At Risk
13786.0,367,6,3358.94,2,4,5,245,At Risk
13787.0,76,6,1222.5,3,4,3,343,Loyal Customers
13788.0,505,1,3.75,1,1,1,111,Hibernating
13789.0,388,1,239.45999999999998,2,1,1,211,Hibernating
13790.0,4,1,348.8,5,1,2,512,New Customers
13791.0,128,2,1516.0,3,2,4,324,About to Sleep
13792.0,66,3,383.95,3,3,2,332,Need Attention
13793.0,647,1,96.0,1,1,1,111,Hibernating
13794.0,547,1,126.03,1,1,1,111,Hibernating
13795.0,388,4,836.3,2,3,3,233,At Risk
13796.0,499,1,289.7,1,1,1,111,Hibernating
13797.0,437,3,1179.45,1,3,3,133,At Risk
13798.0,1,110,75836.87,5,5,5,555,Champions
13799.0,117,9,2803.57,3,5,4,354,Loyal Customers
13800.0,310,3,1679.56,2,3,4,234,At Risk
13801.0,67,1,324.8,3,1,2,312,About to Sleep
13802.0,139,19,26259.11,3,5,5,355,Loyal Customers
13803.0,255,3,1338.91,2,3,4,234,At Risk
13804.0,31,9,3208.52,4,5,5,455,Loyal Customers
13805.0,52,2,924.6,4,2,3,423,Potential Loyalists
13806.0,64,1,256.38,3,1,1,311,About to Sleep
13807.0,367,3,534.8,2,3,2,232,At Risk
13808.0,6,5,1747.66,5,4,4,544,Champions
13809.0,305,3,679.7,2,3,3,233,At Risk
13810.0,29,3,1499.01,4,3,4,434,Potential Loyalists
13811.0,184,3,814.5,3,3,3,333,Need Attention
13812.0,42,3,539.0,4,3,2,432,Potential Loyalists
13813.0,40,8,2765.47,4,4,4,444,Loyal Customers
13814.0,92,3,2257.32,3,3,4,334,Need Attention
13815.0,22,8,7475.74,4,4,5,445,Loyal Customers
13816.0,24,2,571.6700000000001,4,2,2,422,Potential Loyalists
13817.0,29,2,382.98,4,2,2,422,Potential Loyalists
13818.0,430,1,61.28,1,1,1,111,Hibernating
13819.0,302,6,2642.35,2,4,4,244,At Risk
13820.0,418,3,660.65,1,3,3,133,At Risk
13821.0,145,6,1410.73,3,4,4,344,Loyal Customers
13822.0,6,2,632.0,5,2,3,523,Potential Loyalists
13823.0,19,7,3403.4500000000003,5,4,5,545,Champions
13824.0,33,12,3314.76,4,5,5,455,Loyal Customers
13825.0,622,2,255.59,1,2,1,121,Hibernating
13826.0,176,1,189.5,3,1,1,311,About to Sleep
13827.0,58,3,412.05,4,3,2,432,Potential Loyalists
13828.0,22,1,209.49,4,1,1,411,Promising
13829.0,421,1,102.0,1,1,1,111,Hibernating
13830.0,582,1,156.85000000000002,1,1,1,111,Hibernating
13831.0,16,18,7023.58,5,5,5,555,Champions
13832.0,19,2,613.6899999999999,5,2,2,522,Potential Loyalists
13833.0,159,2,701.36,3,2,3,323,About to Sleep
13834.0,577,2,324.19,1,2,2,122,Hibernating
13835.0,25,7,1095.27,4,4,3,443,Loyal Customers
13836.0,399,2,620.37,2,2,3,223,Hibernating
13837.0,212,2,271.24,2,2,1,221,Hibernating
13838.0,6,10,1966.09,5,5,4,554,Champions
13839.0,486,1,139.95000000000002,1,1,1,111,Hibernating
13840.0,416,1,651.4,1,1,3,113,Hibernating
13841.0,253,1,85.0,2,1,1,211,Hibernating
13842.0,59,18,5629.91,4,5,5,455,Loyal Customers
13843.0,381,1,319.75,2,1,2,212,Hibernating
13844.0,11,1,361.62,5,1,2,512,New Customers
13845.0,65,1,312.98,3,1,2,312,About to Sleep
13846.0,25,4,1307.79,4,3,4,434,Potential Loyalists
13847.0,720,1,310.72,1,1,2,112,Hibernating
13848.0,92,8,3335.0,3,4,5,345,Loyal Customers
13849.0,52,5,3469.3,4,4,5,445,Loyal Customers
13850.0,129,1,1595.48,3,1,4,314,About to Sleep
13851.0,96,8,4606.46,3,4,5,345,Loyal Customers
13852.0,611,1,187.35000000000002,1,1,1,111,Hibernating
13853.0,57,1,1090.14,4,1,3,413,Promising
13854.0,9,39,12253.96,5,5,5,555,Champions
13855.0,501,4,1310.3400000000001,1,3,4,134,At Risk
13856.0,169,11,1142.03,3,5,3,353,Loyal Customers
13857.0,393,6,1001.01,2,4,3,243,At Risk
13858.0,57,1,216.17,4,1,1,411,Promising
13859.0,326,2,515.86,2,2,2,222,Hibernating
13860.0,1,5,1245.9,5,4,3,543,Champions
13861.0,429,2,273.26,1,2,1,121,Hibernating
13862.0,18,9,2556.09,5,5,4,554,Champions
13863.0,248,4,1239.55,2,3,3,233,At Risk
13864.0,387,1,662.4000000000001,2,1,3,213,Hibernating
13865.0,58,4,501.56,4,3,2,432,Potential Loyalists
13866.0,74,1,145.67000000000002,3,1,1,311,About to Sleep
13867.0,31,3,1015.29,4,3,3,433,Potential Loyalists
13868.0,7,2,3192.54,5,2,5,525,Potential Loyalists
13869.0,123,10,8111.57,3,5,5,355,Loyal Customers
13870.0,2,15,5712.08,5,5,5,555,Champions
13871.0,23,17,7885.85,4,5,5,455,Loyal Customers
13872.0,527,3,919.57,1,3,3,133,At Risk
13873.0,120,8,1038.92,3,4,3,343,Loyal Customers
13874.0,358,7,2049.15,2,4,4,244,At Risk
13875.0,54,14,4814.37,4,5,5,455,Loyal Customers
13876.0,64,1,122.7,3,1,1,311,About to Sleep
13877.0,86,3,449.68,3,3,2,332,Need Attention
13878.0,55,4,2473.06,4,3,4,434,Potential Loyalists
13879.0,646,1,395.5,1,1,2,112,Hibernating
13880.0,21,17,4391.66,4,5,5,455,Loyal Customers
13881.0,4,43,45179.1,5,5,5,555,Champions
13882.0,3,5,1191.13,5,4,3,543,Champions
13883.0,11,15,6560.02,5,5,5,555,Champions
13884.0,7,10,1888.48,5,5,4,554,Champions
13885.0,189,2,506.8,3,2,2,322,About to Sleep
13886.0,71,1,243.56,3,1,1,311,About to Sleep
13887.0,204,1,349.55,2,1,2,212,Hibernating
13888.0,120,7,2169.05,3,4,4,344,Loyal Customers
13889.0,93,6,1991.23,3,4,4,344,Loyal Customers
13890.0,1,14,2927.38,5,5,4,554,Champions
13891.0,378,3,863.5600000000001,2,3,3,233,At Risk
13892.0,27,6,1267.6499999999999,4,4,4,444,Loyal Customers
13893.0,298,1,821.1,2,1,3,213,Hibernating
13894.0,24,3,564.62,4,3,2,432,Potential Loyalists
13895.0,28,6,4008.52,4,4,5,445,Loyal Customers
13896.0,626,1,388.55,1,1,2,112,Hibernating
13897.0,50,3,1160.72,4,3,3,433,Potential Loyalists
13898.0,326,2,686.4,2,2,3,223,Hibernating
13899.0,16,2,388.52,5,2,2,522,Potential Loyalists
13900.0,183,6,1610.59,3,4,4,344,Loyal Customers
13901.0,72,15,5676.34,3,5,5,355,Loyal Customers
13902.0,632,5,34095.26,1,4,5,145,At Risk
13903.0,400,1,165.45000000000002,2,1,1,211,Hibernating
13904.0,37,2,332.64,4,2,2,422,Potential Loyalists
13905.0,733,1,312.65,1,1,2,112,Hibernating
13906.0,409,1,42.0,2,1,1,211,Hibernating
13907.0,692,1,136.8,1,1,1,111,Hibernating
13908.0,80,4,2369.55,3,3,4,334,Need Attention
13909.0,423,2,286.6,1,2,1,121,Hibernating
13911.0,57,20,4234.99,4,5,5,455,Loyal Customers
13912.0,424,1,124.95,1,1,1,111,Hibernating
13913.0,507,1,42.22,1,1,1,111,Hibernating
13914.0,12,2,626.45,5,2,3,523,Potential Loyalists
13915.0,394,1,70.80000000000001,2,1,1,211,Hibernating
13916.0,464,4,1275.81,1,3,4,134,At Risk
13917.0,50,2,272.04,4,2,1,421,Potential Loyalists
13918.0,50,2,1212.8400000000001,4,2,3,423,Potential Loyalists
13919.0,59,4,1360.68,4,3,4,434,Potential Loyalists
13920.0,432,4,1774.68,1,3,4,134,At Risk
13921.0,402,4,730.7,2,3,3,233,At Risk
13922.0,352,3,865.2,2,3,3,233,At Risk
13923.0,54,1,351.13,4,1,2,412,Promising
13924.0,2,6,1838.8500000000001,5,4,4,544,Champions
13925.0,93,4,678.25,3,3,3,333,Need Attention
13926.0,23,1,223.85000000000002,4,1,1,411,Promising
13927.0,75,2,708.26,3,2,3,323,About to Sleep
13928.0,11,4,464.57,5,3,2,532,Potential Loyalists
13929.0,169,11,3494.1,3,5,5,355,Loyal Customers
13930.0,58,2,337.34,4,2,2,422,Potential Loyalists
13931.0,96,11,5257.38,3,5,5,355,Loyal Customers
13932.0,295,1,307.4,2,1,2,212,Hibernating
13933.0,109,2,608.7900000000001,3,2,2,322,About to Sleep
13934.0,264,1,922.1,2,1,3,213,Hibernating
13935.0,597,3,6116.92,1,3,5,135,At Risk
13936.0,180,3,939.66,3,3,3,333,Need Attention
13937.0,169,2,880.13,3,2,3,323,About to Sleep
13938.0,35,1,71.66,4,1,1,411,Promising
13939.0,23,7,1560.96,4,4,4,444,Loyal Customers
13940.0,17,4,839.14,5,3,3,533,Potential Loyalists
13941.0,22,15,11122.300000000001,4,5,5,455,Loyal Customers
13942.0,535,1,320.0,1,1,2,112,Hibernating
13943.0,578,1,246.54,1,1,1,111,Hibernating
13944.0,653,1,200.43,1,1,1,111,Hibernating
13945.0,395,2,854.15,2,2,3,223,Hibernating
13946.0,79,6,1876.23,3,4,4,344,Loyal Customers
13947.0,65,1,90.6,3,1,1,311,About to Sleep
13948.0,361,4,548.76,2,3,2,232,At Risk
13949.0,3,6,2427.32,5,4,4,544,Champions
13950.0,11,4,745.06,5,3,3,533,Potential Loyalists
13951.0,176,3,674.45,3,3,3,333,Need Attention
13952.0,218,14,12823.521,2,5,5,255,Can't Lose
13953.0,7,12,6640.68,5,5,5,555,Champions
13954.0,2,2,439.92,5,2,2,522,Potential Loyalists
13955.0,154,3,545.17,3,3,2,332,Need Attention
13956.0,5,5,1026.42,5,4,3,543,Champions
13957.0,418,3,458.25,1,3,2,132,At Risk
13958.0,380,8,4709.2300000000005,2,4,5,245,At Risk
13959.0,79,6,1076.18,3,4,3,343,Loyal Customers
13960.0,21,2,230.22,4,2,1,421,Potential Loyalists
13961.0,392,1,538.4,2,1,2,212,Hibernating
13962.0,22,3,362.8,4,3,2,432,Potential Loyalists
13963.0,308,17,3011.87,2,5,5,255,Can't Lose
13964.0,387,2,438.9,2,2,2,222,Hibernating
13965.0,477,3,996.61,1,3,3,133,At Risk
13966.0,435,1,390.86,1,1,2,112,Hibernating
13967.0,146,2,166.3,3,2,1,321,About to Sleep
13968.0,423,1,123.66,1,1,1,111,Hibernating
13969.0,7,35,13365.87,5,5,5,555,Champions
13970.0,386,2,846.55,2,2,3,223,Hibernating
13971.0,19,14,4667.57,5,5,5,555,Champions
13972.0,71,2,190.25,3,2,1,321,About to Sleep
13973.0,287,1,264.7,2,1,1,211,Hibernating
13974.0,49,2,677.72,4,2,3,423,Potential Loyalists
13975.0,31,12,5358.84,4,5,5,455,Loyal Customers
13976.0,207,4,1192.36,2,3,3,233,At Risk
13977.0,411,1,519.8100000000001,1,1,2,112,Hibernating
13978.0,15,2,196.79000000000002,5,2,1,521,Potential Loyalists
13979.0,73,7,3416.23,3,4,5,345,Loyal Customers
13980.0,60,5,799.92,3,4,3,343,Loyal Customers
13981.0,416,1,331.14,1,1,2,112,Hibernating
13982.0,39,9,4445.59,4,5,5,455,Loyal Customers
13983.0,30,21,7108.45,4,5,5,455,Loyal Customers
13984.0,27,12,2048.6,4,5,4,454,Loyal Customers
13985.0,4,22,10020.86,5,5,5,555,Champions
13986.0,17,1,320.46,5,1,2,512,New Customers
13987.0,380,2,682.54,2,2,3,223,Hibernating
13988.0,20,8,4757.8,4,4,5,445,Loyal Customers
13989.0,66,5,2026.06,3,4,4,344,Loyal Customers
13990.0,213,1,311.3,2,1,2,212,Hibernating
13991.0,12,6,855.97,5,4,3,543,Champions
13992.0,30,3,219.5,4,3,1,431,Potential Loyalists
13993.0,43,19,6775.71,4,5,5,455,Loyal Customers
13994.0,4,6,2313.14,5,4,4,544,Champions
13995.0,15,14,3902.01,5,5,5,555,Champions
13996.0,386,2,895.76,2,2,3,223,Hibernating
13997.0,519,3,382.31,1,3,2,132,At Risk
13998.0,447,3,566.7,1,3,2,132,At Risk
13999.0,10,29,9502.26,5,5,5,555,Champions
14000.0,211,5,2046.3400000000001,2,4,4,244,At Risk
14001.0,46,9,4530.09,4,5,5,455,Loyal Customers
14002.0,134,2,529.73,3,2,2,322,About to Sleep
14003.0,733,1,209.41,1,1,1,111,Hibernating
14004.0,43,11,6258.45,4,5,5,455,Loyal Customers
14005.0,10,5,2874.72,5,4,4,544,Champions
14006.0,116,7,2196.67,3,4,4,344,Loyal Customers
14007.0,513,1,79.48,1,1,1,111,Hibernating
14008.0,432,1,509.04,1,1,2,112,Hibernating
14009.0,198,3,1099.91,2,3,3,233,At Risk
14010.0,565,2,445.15,1,2,2,122,Hibernating
14011.0,480,2,457.82,1,2,2,122,Hibernating
14012.0,278,1,328.8,2,1,2,212,Hibernating
14013.0,110,5,1084.57,3,4,3,343,Loyal Customers
14014.0,77,3,1948.21,3,3,4,334,Need Attention
14015.0,53,1,917.34,4,1,3,413,Promising
14016.0,162,11,11403.41,3,5,5,355,Loyal Customers
14017.0,571,1,229.75,1,1,1,111,Hibernating
14018.0,645,1,367.15000000000003,1,1,2,112,Hibernating
14019.0,47,3,1421.61,4,3,4,434,Potential Loyalists
14020.0,17,4,1249.01,5,3,4,534,Potential Loyalists
14021.0,155,7,1716.58,3,4,4,344,Loyal Customers
14022.0,225,2,792.15,2,2,3,223,Hibernating
14023.0,7,2,584.07,5,2,2,522,Potential Loyalists
14024.0,122,3,645.74,3,3,3,333,Need Attention
14025.0,465,8,4057.9,1,4,5,145,At Risk
14026.0,471,2,713.11,1,2,3,123,Hibernating
14027.0,61,1,104.82,3,1,1,311,About to Sleep
14028.0,550,3,10396.5,1,3,5,135,At Risk
14029.0,63,2,467.66,3,2,2,322,About to Sleep
14030.0,18,20,8262.29,5,5,5,555,Champions
14031.0,7,44,40999.17,5,5,5,555,Champions
14032.0,2,16,4850.2699999999995,5,5,5,555,Champions
14033.0,555,1,109.44,1,1,1,111,Hibernating
14034.0,22,3,651.8199999999999,4,3,3,433,Potential Loyalists
14035.0,29,9,2856.72,4,5,4,454,Loyal Customers
14036.0,285,1,626.65,2,1,3,213,Hibernating
14037.0,176,6,836.95,3,4,3,343,Loyal Customers
14038.0,78,5,3069.88,3,4,5,345,Loyal Customers
14039.0,33,2,267.28000000000003,4,2,1,421,Potential Loyalists
14040.0,41,35,12645.57,4,5,5,455,Loyal Customers
14041.0,266,1,141.41,2,1,1,211,Hibernating
14042.0,725,1,431.98,1,1,2,112,Hibernating
14043.0,491,2,304.25,1,2,2,122,Hibernating
14044.0,27,10,3123.1,4,5,5,455,Loyal Customers
14045.0,109,16,11313.029999999999,3,5,5,355,Loyal Customers
14046.0,284,1,154.99,2,1,1,211,Hibernating
14047.0,9,14,4255.03,5,5,5,555,Champions
14048.0,305,3,748.69,2,3,3,233,At Risk
14049.0,17,13,13239.03,5,5,5,555,Champions
14050.0,32,2,746.36,4,2,3,423,Potential Loyalists
14051.0,1,37,22434.0,5,5,5,555,Champions
14052.0,20,2,480.81,4,2,2,422,Potential Loyalists
14053.0,124,4,572.3,3,3,2,332,Need Attention
14054.0,65,1,92.46,3,1,1,311,About to Sleep
14055.0,106,3,1520.96,3,3,4,334,Need Attention
14056.0,1,23,8214.65,5,5,5,555,Champions
14057.0,24,22,8408.84,4,5,5,455,Loyal Customers
14058.0,463,2,469.19,1,2,2,122,Hibernating
14059.0,267,1,183.6,2,1,1,211,Hibernating
14060.0,5,30,9519.08,5,5,5,555,Champions
14061.0,507,3,917.4300000000001,1,3,3,133,At Risk
14062.0,10,24,25604.2,5,5,5,555,Champions
14063.0,438,9,22710.2,1,5,5,155,Can't Lose
14064.0,29,15,3332.42,4,5,5,455,Loyal Customers
14065.0,389,3,891.02,2,3,3,233,At Risk
14066.0,267,1,152.55,2,1,1,211,Hibernating
14067.0,64,2,374.7,3,2,2,322,About to Sleep
14068.0,320,4,1528.3700000000001,2,3,4,234,At Risk
14069.0,515,2,230.06,1,2,1,121,Hibernating
14070.0,685,1,326.55,1,1,2,112,Hibernating
14071.0,4,8,1438.82,5,4,4,544,Champions
14072.0,667,1,390.85,1,1,2,112,Hibernating
14073.0,32,1,151.04,4,1,1,411,Promising
14074.0,623,1,219.39999999999998,1,1,1,111,Hibernating
14075.0,5,6,1734.87,5,4,4,544,Champions
14076.0,129,1,122.47,3,1,1,311,About to Sleep
14077.0,41,6,615.0799999999999,4,4,2,442,Loyal Customers
14078.0,102,9,1692.6299999999999,3,5,4,354,Loyal Customers
14079.0,125,2,618.73,3,2,3,323,About to Sleep
14080.0,33,5,1115.68,4,4,3,443,Loyal Customers
14081.0,302,10,5370.1,2,5,5,255,Can't Lose
14082.0,365,2,413.36,2,2,2,222,Hibernating
14083.0,4,11,1407.26,5,5,4,554,Champions
14084.0,512,1,150.5,1,1,1,111,Hibernating
14085.0,2,33,10104.97,5,5,5,555,Champions
14086.0,463,1,39.95,1,1,1,111,Hibernating
